CaseID	NodeID
636	1001043925
637	15020040148
637	15020027949
638	1502002405
638	15020012851
638	15020067727
638	15020074899
639	3001171957
639	100109696
640	3001153316
640	2003001950
641	3001161464
641	100107628
644	15020018433
644	15020050253
644	15020066792
644	15020044178
645	3001176719
645	20030021232
646	15020036511
646	15020033559
646	1001030132
646	1001035459
647	15020012836
647	1502003694
647	15020019645
647	15020027438
651	3001143015
651	2003001433
652	15020055981
652	15020043403
654	15020081732
654	15020072423
655	1001045535
655	15020059690
656	15020041720
656	15020023458
656	15020023618
656	1001032632
657	15020132726
657	100108094
659	250117077
659	1001016614
660	1502009749
660	15020021795
660	15020052223
660	15020082028
661	1001049143
661	15020021627
661	1502001356
661	15020047041
662	1502013562
662	10010891
663	15020076435
663	15020024406
663	15020047718
663	1001012195
664	3001154795
664	1001025623
665	1001015035
665	15020011208
665	15020011209
665	15020011210
666	3001163790
666	2003007126
667	15020142782
667	1001027153
669	20030011179
669	15020019003
669	15020033740
669	15020058714
670	1001043808
670	15020048319
671	15020133894
671	100108380
672	15020012238
672	150200292
672	15020029715
672	15020048098
673	1001030097
673	15020057315
674	15020089491
674	15020017488
675	1001045459
675	1502007661
676	15020055097
676	15020015735
677	3001165797
677	1001051584
677	2003002238
677	20030013921
679	15020069273
679	1502009605
682	1001054301
682	15020053573
682	15020086752
682	15020086754
684	15020038271
684	1001016230
686	1001054009
686	15020026312
688	3001138685
688	2003006642
689	15020041351
689	15020025823
689	15020074375
689	15020047402
690	1001011797
690	1502004436
690	1502004438
690	1502007024
691	1502016698
691	100101682
693	3001140482
693	20030014402
694	1001049890
694	150200239
694	15020022822
694	15020031596
695	15020079622
695	15020029549
696	15020047277
696	15020026448
697	1001035804
697	15020062565
697	15020048268
697	15020048270
698	15020047149
698	15020017628
698	15020071596
698	1001035265
701	3001172633
701	20030016352
703	15020067267
703	150200880
706	1001052841
706	1502001445
706	15020051201
706	15020063402
707	15020086767
707	15020053683
708	3001150403
708	20030024409
709	20030017272
709	15020011596
709	15020028184
709	15020030441
710	15020044258
710	150200282
713	15020012715
713	15020031587
713	15020079499
713	1001015760
714	2003008839
714	15020029040
715	1001010418
715	1502001631
715	15020050333
715	250111453
716	15020034893
716	15020010676
716	15020064554
716	15020041493
718	3001182310
718	2003005598
719	1001023883
719	15020029680
722	3001159332
722	20030021445
724	15020071251
724	15020024083
725	20030014322
725	15020017750
725	15020035602
725	15020052161
726	15020024460
726	1001021352
727	1502002055
727	15020077946
728	3001145922
728	1001035269
730	15020122967
730	100105616
731	15020130576
731	100107533
732	15020067954
732	15020025022
732	1502003802
732	15020071490
733	15020029258
733	15020014236
733	15020022255
733	15020028252
734	1502008476
734	15020082439
734	15020057191
734	15020040197
735	15020044486
735	15020062139
737	1001011303
737	1502003423
737	1502003425
737	15020030093
738	15020054337
738	15020011654
738	15020078181
738	15020038401
739	1001017092
739	15020015544
740	3001146520
740	2003002348
742	1001027171
742	1502007777
742	15020011183
742	15020080123
743	15020080383
743	15020074221
743	15020040964
743	1001017042
745	1001052654
745	15020021963
747	20030013664
747	15020030234
747	15020011769
747	15020073558
749	250119346
749	1001018191
750	2501123410
750	1001041463
751	3001146521
751	2003004998
751	20030011812
751	20030018417
752	1001049201
752	15020032519
752	15020081652
752	15020064584
755	3001170008
755	1001026891
756	15020078453
756	15020014457
757	3001166387
757	20030020459
760	1001020415
760	150200140
761	15020143793
761	1001027411
762	2003004576
762	15020038702
763	1001035047
763	1502009717
763	15020046698
763	15020046699
767	15020066038
767	1502007812
768	20030014760
768	15020019235
770	3001131382
770	2003009234
773	250114884
773	1001040279
774	2501112321
774	1001024230
775	1502014611
775	100101153
778	1502009811
778	15020030167
779	3001184982
779	2003005270
780	2501123054
780	1001043258
781	15020075109
781	15020031109
781	100107563
781	1001048682
782	15020032904
782	15020023193
782	15020076883
782	1001025411
783	2003007443
783	15020012725
784	3001136444
784	2003002132
786	25011113
786	100105852
786	1001051543
786	1001053379
787	3001182793
787	20030016286
787	20030013437
787	20030017815
789	15020072913
789	1502008089
789	15020065041
789	15020073619
790	1001013577
790	1502008147
794	3001171773
794	1001037951
794	20030010416
794	20030021863
795	15020079617
795	15020065567
796	3001140428
796	2003006136
796	20030018795
796	20030021279
797	15020144709
797	1001027644
799	1001050918
799	1502008825
800	15020034643
800	15020049672
801	3001189474
801	20030015470
802	15020150288
802	1001029028
803	15020118922
803	100104642
804	1001024001
804	15020015538
805	1502005709
805	15020030119
805	15020031169
805	15020056133
806	15020016181
806	15020014229
808	15020019852
808	1502006371
808	15020056551
808	15020075342
810	1001027328
810	1502007622
811	2003008852
811	15020067305
812	250111625
812	1001034908
815	3001136054
815	20030010496
817	1001021532
817	15020024828
818	1502002473
818	15020025354
818	15020077747
818	1001010803
820	1001052144
820	15020013477
820	15020082259
820	15020082260
822	3001158277
822	2003009872
823	15020065851
823	15020016257
824	3001151616
824	2003008440
825	3001168262
825	20030017873
826	15020029182
826	15020071673
827	15020117366
827	100104280
828	1001017402
828	15020016199
829	3001147133
829	1001010987
829	2003007031
829	2003009169
830	1001033722
830	15020024975
831	15020134627
831	100108565
832	15020083884
832	15020045600
834	15020126204
834	100106441
835	1001025442
835	1502008016
836	1001037723
836	15020021543
840	250114010
840	100103265
841	1001023921
841	15020029535
841	15020029750
841	15020029751
842	2003005048
842	1502003888
842	1502007719
842	15020027298
843	1502002812
843	15020051790
843	1001011004
843	20030010605
844	20030022193
844	15020022303
845	1001024508
845	15020026142
846	1502004078
846	1502006963
846	15020033160
846	15020034651
847	1001047853
847	1502007711
847	15020011773
847	15020017728
848	1001023947
848	15020026107
848	15020018945
848	15020029801
849	1502019571
849	100102379
851	15020047328
851	1001035353
852	15020113730
852	100103400
853	250115620
853	1001030032
854	3001146095
854	20030017008
854	20030017079
854	20030017452
855	1502003028
855	15020048781
855	1001011107
855	1001055381
856	3001171037
856	20030013632
856	2003008271
856	20030011266
857	1001044875
857	15020067086
857	15020063990
857	250117330
859	1001015750
859	15020012695
859	15020074995
859	250115258
860	1001016538
860	15020014376
861	1502008417
861	1502007587
861	15020066034
861	15020072945
862	250116065
862	1001017085
864	15020038826
864	15020026231
865	1001028146
865	15020030449
866	15020074130
866	15020049424
868	2003002894
868	1502002775
868	15020012633
868	15020038510
870	15020025038
870	1502009225
871	3001180450
871	20030016855
872	15020011871
872	15020026464
873	15020048460
873	1502009428
875	15020149763
875	1001028905
876	1001041418
876	1502003067
878	1502007907
878	1502003844
878	15020024361
878	15020067604
879	2003002520
879	15020059357
879	15020064456
879	15020089256
881	15020134566
881	100108551
882	1001037611
882	15020032936
885	100108579
885	1502005262
885	15020134673
885	15020134674
886	15020110143
886	100102527
888	15020019846
888	15020045438
888	15020055086
888	1001019152
889	1001033965
889	1502002423
889	15020054161
889	15020044466
891	15020134214
891	100108462
892	3001140892
892	2003002715
892	20030012230
892	20030010712
893	15020072479
893	15020010141
893	15020024590
893	15020036239
894	15020029348
894	15020014359
895	15020013440
895	1001020650
896	150201486
896	10010119
897	3001154040
897	100105260
898	1502005799
898	15020085195
899	15020046628
899	15020038201
899	15020039189
899	15020055208
902	1001041189
902	15020064692
903	3001162445
903	20030020666
904	3001136304
904	20030020727
906	3001158669
906	2003004696
907	15020066459
907	1502002922
907	15020030918
907	15020080427
908	15020031409
908	15020036820
909	1001018315
909	15020018115
909	15020040248
909	15020047170
910	15020029165
910	15020063299
911	15020012968
911	15020028355
912	1001056019
912	15020034672
912	15020045582
912	15020090314
916	2501114531
916	1001010405
917	2501114533
917	1001048757
918	15020021366
918	1502003119
921	15020010612
921	15020086978
922	15020012426
922	15020012610
922	15020023102
922	15020040866
923	15020074028
923	15020084159
923	1001053064
924	15020133843
924	100108367
925	15020052264
925	15020046802
925	15020071694
925	100104639
926	1001049693
926	15020028446
927	1001040632
927	15020010579
928	15020030809
928	1502006315
928	15020025559
928	15020029723
929	15020076625
929	1502009633
931	20030019218
931	15020025534
932	100101498
932	15020025812
933	15020053816
933	15020023296
933	15020048216
933	15020083217
934	15020075393
934	1502006951
934	15020031171
934	15020066410
935	250114147
935	1001012030
936	2501112791
936	100105777
940	20030015708
940	15020011980
940	15020014824
940	15020051020
941	3001157494
941	100102040
941	2003007892
941	20030017434
942	100109876
942	1502002387
943	1001035342
943	15020030205
943	15020063581
943	15020047308
944	15020068213
944	15020012966
944	15020025568
944	15020035427
945	3001152907
945	20030014071
947	15020149122
947	1001028736
948	20030020251
948	15020018129
948	15020027630
948	15020014251
949	3001175748
949	1001023434
950	1001013673
950	1502002446
951	15020077388
951	1502006163
952	15020047950
952	15020047035
952	1001035645
952	1001036512
953	1502006363
953	15020024712
953	15020026801
953	15020032960
954	15020053416
954	15020039430
954	15020088924
954	1001011193
955	15020084958
955	1502004531
956	15020046255
956	15020075472
957	15020069300
957	15020012578
958	2003006616
958	3001143557
958	1502005713
958	15020047144
960	15020111954
960	100102966
961	1502002738
961	1001010966
962	3001161986
962	1001054621
963	15020030226
963	1502004265
963	1502009069
963	15020023210
965	3001188233
965	20030021388
965	20030011612
965	20030014499
966	1001032054
966	15020024701
966	15020031811
966	15020052527
967	15020128005
967	100106894
969	3001152377
969	1001025467
969	20030016417
969	20030012034
970	15020016495
970	15020021850
971	1001031010
971	15020017232
971	15020034118
971	15020038374
973	1502003451
973	15020019609
974	1001038860
974	15020014952
975	3001175214
975	20030016618
976	15020074377
976	15020030232
977	15020067956
977	15020021650
977	15020021551
977	15020037909
978	20030016837
978	15020012040
980	1001022744
980	15020027355
981	3001144206
981	1001017447
982	15020041319
982	1001032444
983	3001160905
983	20030017896
984	15020066154
984	1502007557
985	2003002404
985	15020019220
985	15020023176
